date,PE,return
2005-01-09,14.79,-0.02267872907984525
2005-01-16,14.74,0.006588021602300209
2005-01-23,14.73,0.003383423276504649
2005-01-30,14.64,-0.013413524362052343
2005-02-06,15.7,0.06359900035214339
2005-02-13,,0.0
2005-02-20,15.39,-0.019099903309030664
2005-02-27,15.62,0.026034440068581466
2005-03-06,15.31,-0.021643636959691737
2005-03-13,15.18,-0.00650502798756003
2005-03-20,14.44,-0.03849405900938985
2005-03-27,14.1,-0.017786238715366665
2005-04-03,13.63,0.02044207458846148
2005-04-10,13.79,0.018405414929943964
2005-04-17,13.56,-0.025012648319443942
2005-04-24,13.14,-0.027261245340193474
2005-05-01,12.87,-0.006400199290656161
2005-05-08,,0.0
2005-05-15,12.37,-0.04106203117006779
2005-05-22,12.14,-0.005589565088788495
2005-05-29,11.46,-0.0379101040937706
2005-06-05,11.04,-0.03324674751077228
2005-06-12,12.12,0.09455423351807601
2005-06-19,12.02,-0.005850027978394956
2005-06-26,12.14,0.013305290890054167
2005-07-03,11.78,-0.031428723105349055
2005-07-10,11.57,-0.02739136363271788
2005-07-17,11.87,0.028812902374525162
2005-07-24,12.25,0.026993302775213612
2005-07-31,12.65,0.025897461247469833
2005-08-07,13.03,0.03004823542539481
2005-08-14,13.45,0.012310283148822432
2005-08-21,12.64,-0.005647374712554165
2005-08-28,12.95,0.005518017329412039
2005-09-04,12.36,0.008837298117117864
2005-09-11,12.22,-0.00702141023770797
2005-09-18,12.23,0.008477014808672356
2005-09-25,11.67,-0.04509637969663649
2005-10-02,11.71,0.0006165189248614755
2005-10-09,,0.0
2005-10-16,11.43,-0.020361569050415307
2005-10-23,11.34,-0.004416765703055381
2005-10-30,10.8,-0.031126866462203084
2005-11-06,10.93,0.011947240134193127
2005-11-13,10.86,-0.0164364284170746
2005-11-20,11.13,0.01891084466474635
2005-11-27,11.07,0.008036120468177366
2005-12-04,10.97,-0.012595900756249834
2005-12-11,11.36,0.026432556032131238
2005-12-18,11.43,0.006446332257014298
2005-12-25,11.58,0.012021124239169234
2006-01-01,11.72,0.006260732006555303
2006-01-08,12.24,0.05085284205345042
2006-01-15,12.09,-0.006881388943654976
2006-01-22,12.58,0.011117314133908485
2006-01-29,12.5,0.007869096690053201
2006-02-05,,0.0
2006-02-12,12.72,0.015326055001894545
2006-02-19,12.79,-0.0022977545728342097
2006-02-26,13.07,0.028884817376345406
2006-03-05,13.03,-0.002725490129443786
2006-03-12,12.44,-0.02638433115129868
2006-03-19,12.67,0.0071446654758891
2006-03-26,12.87,0.007149584080011984
2006-04-02,12.74,0.010267540333479541
2006-04-09,12.32,0.02156959627307975
2006-04-16,12.56,0.014845449520345166
2006-04-23,13.31,0.03210953259985061
2006-04-30,14.02,0.026145021721019512
2006-05-07,,0.0
2006-05-14,15.73,0.08970123780906358
2006-05-21,15.96,0.04305405163669662
2006-05-28,15.33,-0.029262748060127297
2006-06-04,15.26,0.03136934654477641
2006-06-11,14.27,-0.06018264998282463
2006-06-18,14.29,0.015389865607712716
2006-06-25,14.4,0.013443683569297926
2006-07-02,15.18,0.03889535825862156
2006-07-09,14.93,-0.0032973729840318766
2006-07-16,14.32,-0.0362173129765434
2006-07-23,18.04,-0.0024809889969835686
2006-07-30,18.01,-0.005667089710938766
2006-08-06,17.27,-0.056922501449118035
2006-08-13,17.51,0.020997462743507
2006-08-20,17.54,-0.0035506737087044327
2006-08-27,17.72,0.02007842888278022
2006-09-03,17.87,0.005302021711837357
2006-09-10,17.93,0.016504165945175675
2006-09-17,18.85,0.04125333079558424
2006-09-24,18.77,2.7418569134463056e-05
2006-10-01,18.9,0.019685078949605028
2006-10-08,,0.0
2006-10-15,18.37,0.030349066699649985
2006-10-22,18.34,0.002378261955028993
2006-10-29,18.53,0.010640338172007047
2006-11-05,18.36,0.046737261865712254
2006-11-12,21.19,0.03570622877876439
2006-11-19,22.9,0.046321312223323474
2006-11-26,23.74,0.0491502341767025
2006-12-03,23.74,0.032053358769758455
2006-12-10,24.13,0.016467847672234415
2006-12-17,26.43,0.09849111160326829
2006-12-24,27.34,0.010720573834336555
2006-12-31,33.4,0.11836916241595108
2007-01-07,31.73,0.0054317420681386785
2007-01-14,31.24,0.03361926484199418
2007-01-21,32.03,0.06363534122932002
2007-01-28,38.07,0.08468017551209406
2007-02-04,34.83,-0.09681064663938421
2007-02-11,34.73,0.02473598006308042
2007-02-18,37.78,0.11463647417991285
2007-02-25,,0.0
2007-03-04,35.22,-0.0734015292582374
2007-03-11,36.27,0.036317695742153155
2007-03-18,36.62,-0.017064962611077816
2007-03-25,35.52,0.043847891491236135
2007-04-01,37.35,0.0400996890059373
2007-04-08,35.84,0.04474092357390713
2007-04-15,36.81,0.053185294996072496
2007-04-22,33.75,0.011800830013952934
2007-04-29,33.83,0.052521667312397824
2007-05-06,33.68,0.028541006228322008
2007-05-13,36.18,0.039939053464920216
2007-05-20,36.52,-0.004760855405840481
2007-05-27,36.8,0.030898799643207298
2007-06-03,37.53,-0.012208952008028628
2007-06-10,35.89,-0.017398062608116938
2007-06-17,37.28,0.06294040760933317
2007-06-24,37.49,0.0005701997972187289
2007-07-01,36.16,-0.04004169205753805
2007-07-08,36.17,-0.018912630895214555
2007-07-15,37.82,0.03831427937225884
2007-07-22,39.4,0.04458981491020242
2007-07-29,40.84,0.06142570442269801
2007-08-05,42.82,0.06885448991613474
2007-08-12,45.0,0.05334213600352711
2007-08-19,41.97,-0.027343661506895267
2007-08-26,41.56,0.13811898867830807
2007-09-02,39.52,0.011087160002124063
2007-09-09,39.61,-0.009213123230944809
2007-09-16,39.58,0.013043750004559929
2007-09-23,40.92,0.007555275801655714
2007-09-30,41.89,0.026299261526819828
2007-10-07,,0.0
2007-10-14,46.41,0.06297718563120269
2007-10-21,45.85,-0.018373175186068957
2007-10-28,46.44,-0.014368922793572048
2007-11-04,46.06,0.025549556781194527
2007-11-11,42.01,-0.08883480517868259
2007-11-18,42.04,-0.0015028123680420613
2007-11-25,41.57,-0.04160837054486788
2007-12-02,40.1,-0.02045504975678869
2007-12-09,41.8,0.062294299544446874
2007-12-16,40.56,-0.02745810227987855
2007-12-23,40.97,0.017991817161809198
2007-12-30,41.79,0.03571448699523727
2008-01-06,41.76,0.013232370167570506
2008-01-13,42.85,0.04641970016013319
2008-01-20,40.04,-0.06371389674900296
2008-01-27,36.09,-0.07635355392361298
2008-02-03,32.96,-0.09689522440265697
2008-02-10,34.89,0.07603027725580169
2008-02-17,33.81,-0.031859215865059576
2008-02-24,32.26,-0.04935910937925103
2008-03-02,32.08,0.0012688231852482357
2008-03-09,31.42,-0.021608931245933327
2008-03-16,29.19,-0.09163518971282314
2008-03-23,27.82,-0.02038257076061223
2008-03-30,25.56,-0.03675858325776571
2008-04-06,25.76,-0.02813423484742028
2008-04-13,25.98,0.013018334696774714
2008-04-20,22.83,-0.12357151581775971
2008-04-27,25.92,0.18858332649773302
2008-05-04,26.72,0.047092711031929024
2008-05-11,25.46,-0.04714203945375084
2008-05-18,25.36,0.010415054249411249
2008-05-25,24.56,-0.056876113873189915
2008-06-01,24.41,-0.013130119042795041
2008-06-08,23.71,-0.035347871369195594
2008-06-15,20.59,-0.140276313213208
2008-06-22,20.82,-0.021131896441868192
2008-06-29,19.89,-0.029638823296053496
2008-07-06,18.74,-0.058506098624993674
2008-07-13,20.1,0.08098750550010236
2008-07-20,19.7,-0.038639675363310366
2008-07-27,20.27,0.04955899383888451
2008-08-03,19.96,-0.026481197943401535
2008-08-10,18.89,-0.067447981012701
2008-08-17,17.92,-0.04834567867623174
2008-08-24,17.32,-0.004806196560565468
2008-08-31,17.02,0.014059079137503039
2008-09-07,15.68,-0.09035497174572105
2008-09-14,14.77,-0.04730319689742857
2008-09-21,14.34,-0.03587819568108819
2008-09-28,16.07,0.09742405047569402
2008-10-05,,0.0
2008-10-12,14.04,-0.15635063342643196
2008-10-19,13.75,-0.031393168797259285
2008-10-26,12.79,-0.04866764583876615
2008-11-02,12.24,-0.05711207661814377
2008-11-09,12.6,0.0269284215996779
2008-11-16,14.05,0.13715640672466622
2008-11-23,13.8,-0.03184335022074014
2008-11-30,13.08,-0.059908346784643074
2008-12-07,13.9,0.09021127933303297
2008-12-14,13.36,-0.025464293049969444
2008-12-21,13.59,0.036565258802154554
2008-12-28,12.57,-0.0883339317450329
2009-01-04,12.33,-0.02252841372271841
2009-01-11,12.78,0.04493347601367326
2009-01-18,13.04,0.037909867925975727
2009-01-25,13.38,0.02414707284401363
2009-02-01,,0.0
2009-02-08,14.59,0.0979858581669184
2009-02-15,15.23,0.039412031483681
2009-02-22,14.68,-0.03435581284472433
2009-03-01,13.88,-0.060902342125520925
2009-03-08,14.42,0.053253434337724226
2009-03-15,14.03,-0.030279283631224008
2009-03-22,14.88,0.06161862906806692
2009-03-29,15.8,0.05759434970580091
2009-04-05,16.17,0.03675222429943403
2009-04-12,16.33,0.0012849185328893675
2009-04-19,16.66,0.013270654335599152
2009-04-26,17.12,-0.031016362470831615
2009-05-03,17.47,0.018783843916532428
2009-05-10,18.56,0.06712718257108197
2009-05-17,18.71,-0.00032230111129638583
2009-05-24,18.29,-0.02701872767703728
2009-05-31,18.64,0.012006133170297195
2009-06-07,19.58,0.08493560690709767
2009-06-14,19.79,-0.0017968761571846015
2009-06-21,21.16,0.07080342809341267
